"company","category","size","title","level","city","url","updated"
"LinearB","Productivity","m","Manual & Automation QA","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/manual-automation-qa-at-linearb-4404040494?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-20"
"Thales","Cybersecurity","m","Automation Engineer - Platform Group","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/automation-engineer-platform-group-at-thales-4392345855?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-20"
"Rafael Advanced Defense Systems","Aerospace","l","Quality Engineer","Engineer","חיפה","https://il.linkedin.com/jobs/view/quality-engineer-at-rafael-advanced-defense-systems-4404064746?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-20"
"CyberArk","Cybersecurity","l","Senior QA Architect for SaaS application- SIA Discovery","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/senior-qa-architect-for-saas-application-sia-discovery-at-cyberark-4372078474?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-20"
"Bluebird Aero Systems","Aerospace","m","Quality Assurance Engineer","Engineer","קדימה צורן","https://il.linkedin.com/jobs/view/quality-assurance-engineer-at-bluebird-aero-systems-ltd-4401275290?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-19"
"Nova Measuring Instruments","Semiconductors","l","Corporate Quality and Reliability Director","Executive","רחובות","https://il.linkedin.com/jobs/view/corporate-quality-and-reliability-director-at-nova-ltd-4329485726?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-19"
"Scytale AI","Cybersecurity","m","QA Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/qa-engineer-at-scytale-4390330212?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-18"
"CyberArk","Cybersecurity","l","Senior QA Architect","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/senior-qa-architect-at-cyberark-4371526990?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-18"
"Edwards Lifesciences","Health","xl","Director, Quality QMS Compliance","Executive","קיסריה","https://il.linkedin.com/jobs/view/director-quality-qms-compliance-at-edwards-lifesciences-4363944234?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-17"
"JFrog","Cloud Computing","l","Senior QA Engineer","Engineer","נתניה","https://il.linkedin.com/jobs/view/senior-qa-engineer-at-jfrog-4342791631?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-17"
"JFrog","Cloud Computing","l","Senior QA Engineer - JFS","Engineer","נתניה","https://il.linkedin.com/jobs/view/senior-qa-engineer-jfs-at-jfrog-4371444488?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-17"
"Silverfort","Cybersecurity","l","Automation Team Lead","Manager","תל אביב-יפו","https://www.comeet.com/jobs/silverfort/54.007/automation-team-lead/C2.662?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Airobotics","Robotics & Automation","m","Automation QA Engineer","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/automation-qa-engineer-at-airobotics-4401869601?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Varonis Systems","Cybersecurity","l","Automation Engineer","Engineer","הרצליה","https://il.linkedin.com/jobs/view/automation-engineer-at-varonis-4380935080?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"HP","Productivity","xl","Quality Section Analyst - Student","Student","נתניה","https://il.linkedin.com/jobs/view/quality-section-analyst-student-at-hp-4402528175?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-15"
"Google","Digital Media","xl","Silicon Quality and Reliability Engineer, Google Cloud","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/silicon-quality-and-reliability-engineer-google-cloud-at-google-4389588765?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-15"
"DOLAV","E-commerce & Retail","m","Global Quality & Sustainability Manager","Manager","דביר","https://il.linkedin.com/jobs/view/global-quality-sustainability-manager-at-dolav-plastic-products-4401415400?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-15"
"ThetaRay","Fintech","m","QA Automation Team Lead","Manager","הוד השרון","https://il.linkedin.com/jobs/view/qa-automation-team-lead-at-thetaray-4374031360?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-15"
"Vectorious Medical Technologies","Health","m","SQA & Automation Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/vectoriousmedtech/68.003/sqa--automation-engineer/F0.26D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Exodigo","Robotics & Automation","m","QC Civil Engineering","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/exodigo/89.005/qc-civil-engineering/24.462?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Exodigo","Robotics & Automation","m","QC Team Lead – Civil / Utility Mapping","Manager","תל אביב-יפו","https://www.comeet.com/jobs/exodigo/89.005/qc-team-lead--civil--utility-mapping/F4.760?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Sentrycs","Cybersecurity","m","QA Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/qa-engineer-at-sentrycs-counter-drone-solutions-adapting-at-the-speed-of-threats-4402008279?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Dragontail Systems","AI/ML","m","Automation Developer","Engineer","בני ברק","https://il.linkedin.com/jobs/view/automation-developer-at-dragontail-systems-4399728350?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Pango","Automotive","m","Junior QA Automation Engineer","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/junior-qa-automation-engineer-at-pango-4399146151?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Earnix","Fintech","l","Automation Engineer","Engineer","רמת גן","https://il.linkedin.com/jobs/view/automation-engineer-at-earnix-4401316481?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"MKS Instruments","Robotics & Automation","m","Optic Quality Engineer","Engineer","רחובות","https://il.linkedin.com/jobs/view/optic-quality-engineer-at-mks-inc-4399534462?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Sentrycs","Cybersecurity","m","Hardware Testing Automation Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/hardware-testing-automation-engineer-at-sentrycs-counter-drone-solutions-adapting-at-the-speed-of-threats-4401354011?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"ZOLL Medical","Health","xl","Manufacturing and Automation Engineer","Engineer","כפר סבא","https://il.linkedin.com/jobs/view/manufacturing-and-automation-engineer-at-zoll-medical-corporation-4399147734?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Xsight Labs","Semiconductors","m","Automation Engineer","Engineer","קרית גת","https://il.linkedin.com/jobs/view/automation-engineer-at-xsight-labs-4364772415?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"CyberArk","Cybersecurity","l","Staff QA Architect - SCA (Be'er Sheva)","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/staff-qa-architect-sca-be-er-sheva-at-cyberark-4388643461?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Hailo","Semiconductors","l","CI and Automation Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/ci-and-automation-engineer-at-hailo-4400998432?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Parallel Wireless","Telecommunications","l","QA Team Leader - North","Manager","צור יגאל","https://il.linkedin.com/jobs/view/qa-team-leader-north-at-parallel-wireless-4388791330?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Nuvei","Fintech","xl","QA Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/qa-engineer-at-nuvei-4400967970?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Parallel Wireless","Telecommunications","l","Senior Engineer, QA and Integration- North","Engineer","צור יגאל","https://il.linkedin.com/jobs/view/senior-engineer-qa-and-integration-north-at-parallel-wireless-4388776756?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Parallel Wireless","Telecommunications","l","Senior Engineer, QA and Integration","Engineer","צור יגאל","https://il.linkedin.com/jobs/view/senior-engineer-qa-and-integration-at-parallel-wireless-4355003234?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-11"
"Parallel Wireless","Telecommunications","l","Junior Automation Engineer - North","Engineer","צור יגאל","https://il.linkedin.com/jobs/view/junior-automation-engineer-north-at-parallel-wireless-4400218732?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Squaretalk","Telecommunications","s","QA Manager","Manager","ירושלים","https://il.linkedin.com/jobs/view/qa-manager-at-squaretalk-4399249544?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-08"
"Align Technology","Health","xl","Sr. Production and Suppliers Quality Engineer (QA Specialist)","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/sr-production-and-suppliers-quality-engineer-qa-specialist-at-align-technology-4325013783?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-08"
"Align Technology","Health","xl","Warehouse Quality Inspector (South)","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/warehouse-quality-inspector-south-at-align-technology-4376718415?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-08"
"BIRD Aerosystems","Aerospace","m","QC אלקטרוני","Engineer","הרצליה","https://www.comeet.com/jobs/birdaero/97.006/qc-/AE.665?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Island","Cybersecurity","l","QA Engineer - Glilot","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/island/09.00A/qa-engineer---glilot/4E.E59?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-05"
"Stratasys","Robotics & Automation","l","Quality Engineer","Engineer","רחובות","https://il.linkedin.com/jobs/view/quality-engineer-at-stratasys-4368202655?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-03"
"Zemingo","Productivity","m","QA Engineer","Engineer","רמת גן","https://il.linkedin.com/jobs/view/qa-engineer-at-zemingo-4393530539?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-31"
"BIRD Aerosystems","Aerospace","m","QC מכני","Engineer","הרצליה","https://www.comeet.com/jobs/birdaero/97.006/qc-/A5.862?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"Cyera","Cybersecurity","m","Senior QA Engineer - Platform Group","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/senior-qa-engineer-platform-group-at-cyera-4392327665?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"Cyera","Cybersecurity","m","Senior QA Automation Engineer - Platform Group","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/senior-qa-automation-engineer-platform-group-at-cyera-4248681096?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"Cyera","Cybersecurity","m","QA Automation Engineer – Agent DLP","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/qa-automation-engineer-%E2%80%93-agent-dlp-at-cyera-4392337389?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-29"
"Eitan Medical","Health","l","Production Quality Engineer","Engineer","נתניה","https://www.comeet.com/jobs/eitanmedical/C6.00F/production-quality-engineer/B4.862?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-26"
"Cross River Technologies","Fintech","m","Senior Automation Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/crossriver/C7.00F/senior-automation-engineer/59.85F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-23"
"Ceragon Networks","Telecommunications","l","System Verification & Validation Testing Engineer","Engineer","ראש העין","https://www.comeet.com/jobs/Ceragon/D3.003/system-verification--validation-testing-engineer/9F.66F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-23"
"Viber","Digital Media","l","QA Team Lead","Manager","בני ברק","https://www.comeet.com/jobs/viber/04.002/qa-team-lead/52.564?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-03-19"
"VAST Data","Cloud Computing","l","Quality CI Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/vastdata/43.001/quality-ci-engineer/DB.A2F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-08"
"VAST Data","Cloud Computing","l","Graduate QA Automation Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/vastdata/43.001/graduate-qa-automation-engineer/8F.946?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-04"
"SodaStream","E-commerce & Retail","l","מבקר/ת איכות למפעל המתכת","Engineer","כפר סבא","https://www.comeet.com/jobs/sodastream/40.008/---/1A.D44?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-02-01"
"VAST Data","Cloud Computing","l","System QA Automation Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/vastdata/43.001/system-qa-automation-engineer/6B.364?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-01-22"
"VAST Data","Cloud Computing","l","QA Automation Team Lead","Manager","תל אביב-יפו","https://www.comeet.com/jobs/vastdata/43.001/qa-automation-team-lead/B5.F24?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-01-18"
"Cardo Systems","Telecommunications","m","Manual QA tester","Engineer","רעננה","https://www.comeet.com/jobs/cardosystems/F2.003/manual-qa-tester/F7.168?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2025-12-02"
"D-Fend Solutions","Aerospace","m","Automation Testing Senior Developer","Engineer","רעננה","https://jobs.lever.co/d-fendsolutions/d56dd4c6-7011-4a20-9a8e-be90b8224fa5?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","Field System QA","Engineer","רעננה","https://jobs.lever.co/d-fendsolutions/dc1b0f80-3ba6-4077-b815-41d3a2ccdeab?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
"D-Fend Solutions","Aerospace","m","RF Test  Automation Developer","Engineer","רעננה","https://jobs.lever.co/d-fendsolutions/2e770567-a9fd-4b51-aaed-7fc4c5802ee2?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply",""
